"compnay_name","website","linkedin","image","city","emails","address","description"
"LA SOCIETE NOUVELLE LE NOUVEL  ECONOMISTE","","","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","","31 Avenue du Général Bizot
75012 Paris
FRANCE",""
"PACKLINK PRO","http://www.packlink.com","https://www.linkedin.com/company/packlink-com","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/esp.svg","SPAIN","marketing@packlink.com","Calle Amaltea 9
Planta 3
28045 Madrid
SPAIN
marketing@packlink.com
http://www.packlink.com",""
"ECENTIME SAS","https://www.business.ecentime.com/","https://www.linkedin.com/company/ecentime/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","Contact@ecentime.com","1 parvis de la Défense
92800 Puteaux
FRANCE
Contact@ecentime.com
https://www.business.ecentime.com/","Chinese Social Shopping - Access the Chinese community & Grow your sales in Europe with Chinese consumers"
"MEDIASCHOOL SERVICES","","","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","","4 bis rue de la Pyramide
92100 Boulogne-Billancourt
FRANCE",""
"SRD","http://www.srd.fr","","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","marketing@srd.fr","17 rue du Grand Chemin
59100 Roubaix
FRANCE
marketing@srd.fr
http://www.srd.fr",""
"Clearpay","","https://www.linkedin.com/company/clearpay","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","support@clearpay.com","64-66 Rue des Archives
75003 Paris
FRANCE
support@clearpay.com",""
"ACCENTURE","https://www.accenture.com/ie-en","","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","","118-122 avenue de France
75013 Paris Cedex 13
FRANCE

https://www.accenture.com/ie-en","Achieving the Fashion and Luxury industry's ESG commitments for 2030-2050 is a necessity, how do we scale up on key objectives ? "
"Store Commander","https://www.storecommander.com/fr/","https://www.linkedin.com/company/store-commander/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","info@storecommander.com","56 rue du Gué Sourdeau
86360 Chasseneuil-du-Poitou
FRANCE
info@storecommander.com
https://www.storecommander.com/fr/",""
"LA POSTE SOLUTIONS BUSINESS","http://www.laposte.fr","","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","communication.btb@laposte.fr","BU Media
9 rue du Colonel Pierre Avia
75757 Paris Cedex 15
FRANCE
communication.btb@laposte.fr
http://www.laposte.fr","How did Leroy Merlin boost its point of sale in Saint Ouen – Paris, in a competitive context strongly challenged by pure-players?"
"Kiliba","https://www.kiliba.com/","https://www.linkedin.com/company/14872160/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","contact@kiliba.com","704 avenue Roger Salengro
92370 Chaville
FRANCE
contact@kiliba.com
https://www.kiliba.com/",""
"Splio","https://splio.com/","https://www.linkedin.com/company/splio/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","marketing@splio.fr","27 boulevard des Italiens
75002 Paris
FRANCE
marketing@splio.fr
https://splio.com/","How to exploit the whole potential of all your customers in your database?"
"PayPlug","https://www.payplug.com/","https://fr.linkedin.com/company/payplug","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","contact@payplug.com","110 avenue de France
75013 Paris
FRANCE
contact@payplug.com
https://www.payplug.com/",""
"Vyking","https://www.vyking.io/","https://www.linkedin.com/company/vyking/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/deu.svg","GERMANY","lorena@vyking.io","Lohmühlenstraße 65
12435 Berlin
GERMANY
lorena@vyking.io
https://www.vyking.io/",""
"MANGOPAY","https://www.mangopay.com/fr/","https://www.linkedin.com/company/mangopay---leetchi-group/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","lise.malengrez@mangopay.com","2 Avenue Amélie
L-1125 Luxembourg
FRANCE
lise.malengrez@mangopay.com
https://www.mangopay.com/fr/","How did KIABI initiate the diversification of its business towards a marketplace model?"
"Innovative Technology","http://www.innovative-technology.com","https://www.linkedin.com/company/innovative-technology-ltd","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/gbr.svg","UNITED KINGDOM","sales@innovative-technology.co.uk","Innovative business park
Derker street
OL1 4EQ Oldham
UNITED KINGDOM
sales@innovative-technology.co.uk
http://www.innovative-technology.com",""
"DECADE","http://www.decade.fr","https://www.linkedin.com/company/decade/mycompany/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","smadja.m@decade.fr","18 - 26 rue Goubet
75019 Paris
FRANCE
smadja.m@decade.fr
http://www.decade.fr",""
"PRESTASHOP","http://www.prestashop.com","https://www.linkedin.com/company/prestashop/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","contact@prestashop.com","4 rue Jules Lefebvre
75009 Paris
FRANCE
contact@prestashop.com
http://www.prestashop.com",""
"DPD FRANCE","http://www.dpd.fr","https://www.linkedin.com/company/dpdfrance/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","information@dpd.fr","11-13 rue René Jacques
Etablissement 975
92130 Issy- les-Moulineaux
FRANCE
information@dpd.fr
http://www.dpd.fr",""
"Auchan","","","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","","200 rue de la Recherche
59650 Villeneuve-d'Ascq
FRANCE",""
"BNP PARIBAS PERSONAL FINANCE","http://www.bnpparibas-pf.com","https://www.linkedin.com/company/bnp-paribas-personal-finance/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","pf.contactdistribution@bnpparibas-pf.com","18 rue Baudin
92300 Levallois-Perret
FRANCE
pf.contactdistribution@bnpparibas-pf.com
http://www.bnpparibas-pf.com","The STORE apocalypse is cancelled. The future of Retail is EXPERIENCE. That little extra that can't be downloaded! "
"SYMOTRONIC - CIB INGENIERIE","http://www.symotronic.com","","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","wmartins@symotronic.com","75 rue Francis de Pressensé
Parc République
69100 Villeurbanne
FRANCE
wmartins@symotronic.com
http://www.symotronic.com",""
"apg","http://www.apgsolutions.com","https://www.linkedin.com/company/apgglobalsolutions","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/gbr.svg","UNITED KINGDOM","ventes@apgsolutions.com","13 rue de Témara 
78100 Saint-Germain-en-Laye
UNITED KINGDOM
ventes@apgsolutions.com
http://www.apgsolutions.com",""
"Global P.O.S","http://www.globalpos.fr","https://www.linkedin.com/company/globalpos/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","contact@globalpos.fr","1 avenue du Golf
L'orée des Mas - Bâtiment les Oliviers
34670 Baillargues
FRANCE
contact@globalpos.fr
http://www.globalpos.fr",""
"SINFIN™","http://www.sinfin.fr","https://www.linkedin.com/company/1742721/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","contact@sinfin.fr","1 Avenue Louis François Armand
10430 Rosières-prés-Troyes
FRANCE
contact@sinfin.fr
http://www.sinfin.fr",""
"PICKEOS","http://www.pickeos.com","","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","sales@pickeos.com","7 rue des Rolliers
30820 Caveirac
FRANCE
sales@pickeos.com
http://www.pickeos.com","How to quickly improve order preparation without massive investment ? Pickeos, a solution designed for SMEs, used by large groups"
"MONDIAL RELAY","http://www.mondialrelay.fr","https://www.linkedin.com/company/mondial-relay/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","newbiz@mondialrelay.fr","1 avenue de l'Horizon
59650 Villeneuve d'Ascq
FRANCE
newbiz@mondialrelay.fr
http://www.mondialrelay.fr","From delivery service to customer experience"
"The HolwegWeber Group","https://www.holwegweber.com","","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","holweg@holweg.fr","11 route industrielle de la Hardt
67120 Molsheim
FRANCE
holweg@holweg.fr
https://www.holwegweber.com",""
"Bigblue","https://www.bigblue.co/","","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","tim@bigblue.io","2 rue d'Austerlitz
31000 Toulouse
FRANCE
tim@bigblue.io
https://www.bigblue.co/",""
"ONEY","http://partners.oney.com","","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","partenariat@oney.fr","34 avenue de Flandre
59170 Croix
FRANCE
partenariat@oney.fr
http://partners.oney.com",""
"CORHOFI","http://www.corhofi.com","https://www.linkedin.com/company/corhofi/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","prwcorhofi@CORHOFI.com","1 rue des Rivières
69009 Lyon
FRANCE
prwcorhofi@CORHOFI.com
http://www.corhofi.com",""
"Alma","https://getalma.eu/","https://www.linkedin.com/company/alma-alma-alma/mycompany/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","contact@getalma.eu","176 avenue du Général de Gaulle
92200 Neuilly-sur-Seine
FRANCE
contact@getalma.eu
https://getalma.eu/",""
"SOTI","http://www.soti.fr","http://www.linkedin.com/company/600561","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","sales@soti.net","63 ter avenue Edouard Vaillant
92100 Boulogne-Billancourt
FRANCE
sales@soti.net
http://www.soti.fr",""
"LM CONTROL","https://www.lmcontrol.com","https://www.linkedin.com/company/lmcontrol/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","marketing@lmcontrol.fr","2 Boulevard Marcel Dassault
BP 22
69330 Jonage
FRANCE
marketing@lmcontrol.fr
https://www.lmcontrol.com",""
"NEO SYSTEMS","http://www.neosystems.fr","https://www.linkedin.com/company/groupe-neosystems/?originalSubdomain=fr","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","contact@neosystems.fr","8/10 rue du Bois Sauvage
91000 Evry
FRANCE
contact@neosystems.fr
http://www.neosystems.fr",""
"UNITECH EUROPE","https://eu.ute.com","https://www.linkedin.com/company/unitech-europe","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/nld.svg","NETHERLANDS","info@eu.ute.com","Kaptitein Hatterasstraat 19
5015 BB Tilburg
NETHERLANDS
info@eu.ute.com
https://eu.ute.com",""
"EPSON","https://www.epson.fr/","https://www.linkedin.com/company/9237865?trk=prof-exp-company-name","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","christelle.jacob@epson.fr","150 rue Victor Hugo 
92300 Levallois-Perret
FRANCE
christelle.jacob@epson.fr
https://www.epson.fr/",""
"AFSOL","https://www.afsol.fr/fr","https://www.linkedin.com/in/mohamed-el-yakhlifi-47663118/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","contact@afsol.fr","Tecnosud 
180 rue James Watt
66100 Perpignan
FRANCE
contact@afsol.fr
https://www.afsol.fr/fr",""
"Allegro Sp. z o.o.","","","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/pol.svg","POLAND","sylwia.a.nowak@allegro.pl","ul. Wierzbiecice 1B
61-569 Poznan
POLAND
sylwia.a.nowak@allegro.pl",""
"SEMJI","https://semji.com/","https://fr.linkedin.com/company/semji","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","marketing@semji.com","24 rue de la Gare
69009 Lyon
FRANCE
marketing@semji.com
https://semji.com/","+300% SEO traffic in 12 months: discover how Nuoo implemented its editorial strategy"
"PEBIX-AVEM","http://hwww.avem-groupe.com","https://www.linkedin.com/company/10778571/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","ServiceCommercial.PEBIX-AVEM@avem-groupe.com","14 rue Louis Bleriot, CS10038
35172 Bruz
FRANCE
ServiceCommercial.PEBIX-AVEM@avem-groupe.com
http://hwww.avem-groupe.com",""
"PARTELYA CONSULTING","https://partelya.com/","","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","communication@partelya.com","79 rue des Frères Lumière
93330 Neuilly-sur-Marne
FRANCE
communication@partelya.com
https://partelya.com/",""
"PLATANA","http://www.platana.fr","https://www.linkedin.com/company/platana-france/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","contact@platana.fr","49 rue de Ponthieu
75008 Paris
FRANCE
contact@platana.fr
http://www.platana.fr","After-sales service & repairability : why a break and digital delay in relation to the purchase experience?  What about a unique experience for your customers ?"
"Up2pay e-Transactions Crédit Agricole","","","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","","83 boulevard des Chênes
78280 Guyancourt
FRANCE",""
"SHARIZZ","https://sharizz.io","https://www.linkedin.com/company/sharizz/?viewAsMember=true","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","contact@sharizz.io","5B rue Blanche
95880 Enghien les Bains
FRANCE
contact@sharizz.io
https://sharizz.io",""
"ALVARA DIGITAL SOLUTIONS","https://www.digital.alvara.eu","","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","contact@safelogy.com","42 allée Turcat Mery
13008 Marseille
FRANCE
contact@safelogy.com
https://www.digital.alvara.eu",""
"CNPP","https://www.cnpp-cybersecurity.com","","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","antoine.boussais@cnpp.com","48 boulevard des batignolles
75017 Paris
FRANCE
antoine.boussais@cnpp.com
https://www.cnpp-cybersecurity.com",""
"ShareGroop","https://sharegrooppay.com/","https://www.linkedin.com/company/10581066/admin/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","hello@sharegroop.com","40 bis rue du Faubourg Poissonnière
75010 Paris
FRANCE
hello@sharegroop.com
https://sharegrooppay.com/","Boost its revenue by personalizing the payment experience of its customers and with little integration effort."
"AFFILAE","https://affilae.com/fr/logiciel-affiliation/","","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","alexandre@affilae.com","9 rue André Darbon
33000 Bordeaux
FRANCE
alexandre@affilae.com
https://affilae.com/fr/logiciel-affiliation/",""
"DJUST","https://www.djust.io/","","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","contact@djust.io","21 Rue de la Boétie
75008 Paris
FRANCE
contact@djust.io
https://www.djust.io/",""
"ACSEL","https://www.associationeconomienumerique.fr/","","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","info@acsel.asso.fr","198 avenue de France
75013 Paris
FRANCE
info@acsel.asso.fr
https://www.associationeconomienumerique.fr/",""
"COFIDIS","https://www.cofidis-retail.fr","https://www.linkedin.com/company/9495668/admin/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","sandra.prodhomme@cofidis.fr","Parc de la Haute Borne 
61 Avenue Halley
59866 Villeneuve-d'Ascq 
FRANCE
sandra.prodhomme@cofidis.fr
https://www.cofidis-retail.fr",""
"Silvr","https://www.silvr.co/","https://www.linkedin.com/company/getsilvr/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","contact@silvr.co","33 rue Lafayette
75009 Paris
FRANCE
contact@silvr.co
https://www.silvr.co/","How Merci Handy maintains strong growth and opens up new markets with Revenue Based Financing ?"
"Daisycon part of Linehub","https://www.daisycon.com/fr/","https://www.linkedin.com/company/daisycon/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","info@daisycon.com","P.J. oudweg  5
1314 CH Almere
FRANCE
info@daisycon.com
https://www.daisycon.com/fr/",""
"zento","http://www.zento.fr","https://www.linkedin.com/company/zen'to","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","contact@zento.fr","38 rue Jacques Ibert
92300 Levallois-Perret
FRANCE
contact@zento.fr
http://www.zento.fr","Kiabi & Zento: a cross-section of views to move from omnichannel strategy to action"
"Nuvei","https://nuvei.com/","https://www.linkedin.com/company/nuvei/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/can.svg","CANADA","joe.moore@nuvei.com","1100 René-Lévesque Blvd. W.+
Suite 900
H3B 4N4 Montréal
CANADA
joe.moore@nuvei.com
https://nuvei.com/","Maximizing Online Conversion for Gen Z Shoppers"
"Worldpay from FIS","https://www.fisglobal.com/en-gb/merchant-solutions-worldpay","https://www.linkedin.com/company/worldpay/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","xavier.lee@fisglobal.com","46, rue Notre-Dame-des-Victoires
75002 Paris
FRANCE
xavier.lee@fisglobal.com
https://www.fisglobal.com/en-gb/merchant-solutions-worldpay","The future of payments with Worldpay and Ubisoft"
"cockpitLAB","https://www.cockpitlab.io","https://www.linkedin.com/in/jerome-scat/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","jerome@cockpitlab.io","2 rue de la République
57330 Kanfen
FRANCE
jerome@cockpitlab.io
https://www.cockpitlab.io",""
"GDLOGISTIQUE","http://www.gdlogistique.fr","@gdlogistique","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","contact@gdlogistique.fr","ZI rue du Petit Crachis
45210 Ferrieres-en-Gatinais
FRANCE
contact@gdlogistique.fr
http://www.gdlogistique.fr",""
"Zebra Technologies Europe","http://www.zebra.com/gb/en.html","https://www.linkedin.com/company/zebra-technologies/mycompany/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/gbr.svg","UNITED KINGDOM","emea.invoicesret@zebra.com","Dukes Meadow
Millboard Road
SL8 5XF Bourne End
UNITED KINGDOM
emea.invoicesret@zebra.com
http://www.zebra.com/gb/en.html","The best in France for Anti-Waste: AI saves 35 million products per year for Auchan!"
"Kuehne+Nagel","https://fr.kuehne-nagel.com/","https://www.linkedin.com/company/kuehne-nagel/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","anaelle.trival-pierre@kuehne-nagel.com","Parc d'activité du nid à Grives
ZAC des hauts de Ferrières
77164 Ferrières-en-Brie 
FRANCE
anaelle.trival-pierre@kuehne-nagel.com
https://fr.kuehne-nagel.com/",""
"PAYTWEAK","https://www.paytweak.com/","https://www.linkedin.com/company/paytweak/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","hello@paytweak.com","31 avenue des Champs-Élysées
75008 Paris
FRANCE
hello@paytweak.com
https://www.paytweak.com/",""
"Adyen","http://www.adyen.com/fr_FR/","https://www.linkedin.com/company/adyen","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","france@adyen.com","6-8 boulevard Haussmann
75009 Paris
FRANCE
france@adyen.com
http://www.adyen.com/fr_FR/",""
"ADELYA LOYALTY OPERATOR","https://www.adelya.com/fr","https://www.linkedin.com/company/adelya-loyalty-operator/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","contact@adelya.com","Green Park 11
298 allée du Lac
31670 Labège
FRANCE
contact@adelya.com
https://www.adelya.com/fr",""
"Go Global Ecommerce","","","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/esp.svg","SPAIN","rmantovani@goglobalecommerce.com","Pla de Palau 1 - Ofc 2D3
08039 - Ba Barcelona
SPAIN
rmantovani@goglobalecommerce.com",""
"SKEEPERS","https://skeepers.io/fr/","","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","hello@skeepers.io","18-20 avenue Robert Schuman
13002 Marseille
FRANCE
hello@skeepers.io
https://skeepers.io/fr/","Decat Live, behind the scenes of the Decathlon Live Shopping show"
"BIXOLON EUROPE GMBH","https://bixoloneu.com/","https://www.linkedin.com/company/bixolon-europe-gmbh/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/deu.svg","GERMANY","sales@bixolon.de","Tiefenbroicher Weg 35
40472 Dusseldorf
GERMANY
sales@bixolon.de
https://bixoloneu.com/",""
"CODEODIS","http://www.codeodis.com","","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","contact@codeodis.com","4 avenue des Andes
ZAC Courtaboeuf
91940 Les Ulis
FRANCE
contact@codeodis.com
http://www.codeodis.com",""
"ALLKEYME","http://www.allkey.me","https://www.linkedin.com/company/allkeyme","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","sales@allkey.me","Avenue de la Marne
Centre d'affaire du Molinel
Batiment C
59290 Wasquehal
FRANCE
sales@allkey.me
http://www.allkey.me",""
"Posware","https://posware.fr/","","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","serge.huby@posware.fr","61 rue du mail
76100 Rouen
FRANCE
serge.huby@posware.fr
https://posware.fr/",""
"SNACKEET - DIGITAL EXPERIENCE PLATFORM","https://www.snackeet.com/","https://www.linkedin.com/company/snackeet/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","hello@snackeet.com","Station F
75013 Paris
FRANCE
hello@snackeet.com
https://www.snackeet.com/",""
"TIBCO","http://www.tibco.fr","https://www.linkedin.com/company/tibco-bienvivrelenumerique/mycompany/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","ensavoirplus@tibco.fr","2 route de la Forêt
Le Bois Cholet
44860 Saint-Aignan-de-Grandlieu
FRANCE
ensavoirplus@tibco.fr
http://www.tibco.fr",""
"fiskaly","https://www.fiskaly.com","https://www.linkedin.com/company/fiskaly","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/aut.svg","AUSTRIA","elisabeth.kantor@fiskaly.com","Mariahilfer Straße 36/5
1060 Wien
AUSTRIA
elisabeth.kantor@fiskaly.com
https://www.fiskaly.com","Digital receipt : nuisance or opportunity?"
"PAYINNOV","https://payinnov.io/","https://www.linkedin.com/company/payinnov","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","ndomec@payinnov.com","9 rue Darreau 
75014 Paris
FRANCE
ndomec@payinnov.com
https://payinnov.io/",""
"RIBPay","https://pos.ribpay.app/fr/create-order","","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","guillaume.fortaine@ribpay.app","177 Avenue Winston Churchill
62000 Arras
FRANCE
guillaume.fortaine@ribpay.app
https://pos.ribpay.app/fr/create-order",""
"PROCOS","https://www.procos.org/","","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","","1 rue du 4 Septembre
75002 Paris
FRANCE

https://www.procos.org/","CSR, specialized retail brands are committed – Presentation of the Procos white paper"
"Quable","https://www.quable.com/","https://www.linkedin.com/company/quable","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","sdr@quable.fr","20 - 22 rue Jean et Marie Moinon
75010 Paris
FRANCE
sdr@quable.fr
https://www.quable.com/",""
"MaPS System","http://www.maps-system.com","https://www.linkedin.com/company/maps_system/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/lux.svg","LUXEMBOURG","info@maps-system.com","12 rue de l'Industrie
3895 Foetz
LUXEMBOURG
info@maps-system.com
http://www.maps-system.com",""
"Swiss Post","http://international.post.ch","linkedin.com/company/swiss-post","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/che.svg","SWITZERLAND","info@international.post.ch","Wankdorfallee 4
3030 Bern
SWITZERLAND
info@international.post.ch
http://international.post.ch",""
"HAVAS COMMERCE","","","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","","29-30 Quai de Dion Bouton
92800 Puteaux
FRANCE",""
"L'ATELIER 42","http://www.latelier42.fr","https://www.linkedin.com/company/l-atelier-42/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","contact@latelier42.fr","262 rue du faubourg Saint-Honoré
75008 Paris
FRANCE
contact@latelier42.fr
http://www.latelier42.fr",""
"MAUCO-CARTEX","http://www.maucocartex.fr","https://www.linkedin.com/company/25761244/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","elisa.billard@maucocartex.fr","1 parc d'activité du Bois Marin
33240 Peujard
FRANCE
elisa.billard@maucocartex.fr
http://www.maucocartex.fr",""
"Vocads","http://www.vocads.com","https://www.linkedin.com/company/vocads/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","hello@vocads.com","66 avenue des Champs-Élysées
75008 Paris
FRANCE
hello@vocads.com
http://www.vocads.com",""
"TRUSTED SHOPS FRANCE","https://trustedshops.fr","https://www.linkedin.com/company/trustedshops/mycompany/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","sales@trustedshops.fr","104 rue Nationale
59800 Lille
FRANCE
sales@trustedshops.fr
https://trustedshops.fr","Feedback culture - putting the consumer at the centre of your strategy"
"Contentsquare","https://contentsquare.com/","https://www.linkedin.com/company/contentsquare/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","contact@contentsquare.com","7 rue de Madrid
75008 Paris
FRANCE
contact@contentsquare.com
https://contentsquare.com/",""
"netlinking.fr","https://www.netlinking.fr/","https://www.linkedin.com/company/netlinking-fr","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","contact@netlinking.fr","Centre d'affaires Parc Lumière
46 avenue des Frères Lumières
78190 Trappes
FRANCE
contact@netlinking.fr
https://www.netlinking.fr/","From 1,000 to 10,000 visitors/day in one year thanks to SEO - Case study"
"L@D","http://www.ladfrance.com","https://www.linkedin.com/showcase/ladfrance/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","serviceclient@ladfrance.com","41 rue de la Burelle
45800 Saint-Jean-de-Braye
FRANCE
serviceclient@ladfrance.com
http://www.ladfrance.com",""
"INSIDER","https://useinsider.com/fr","https://www.linkedin.com/company/useinsider/mycompany/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/sgp.svg","SINGAPORE","julia.bouyeure@useinsider.com","61 boulevard Haussmann
75008 Paris
SINGAPORE
julia.bouyeure@useinsider.com
https://useinsider.com/fr","Orchestrating individualized customer journey: Clarins' successful gamble"
"GALAM ROBOTICS","http://www.galam-robotics.com","www.linkedin.com/company/galam-robotics/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","jonathan@galam-robotics.com","140 rue d'Aubervilliers
75019 Paris
FRANCE
jonathan@galam-robotics.com
http://www.galam-robotics.com",""
"Anchanto","http://www.anchanto.com","https://www.linkedin.com/company/anchanto/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","business@anchanto.com","30 Raffles Place
#12-01
048622 Singapour
FRANCE
business@anchanto.com
http://www.anchanto.com","Turning retail shops into e-commerce warehouses, the era of multi-warehousing."
"Aviquali","https://www.aviquali.com/","","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","montest@aviquali.com","7 rue Meyerbeer
75009 Paris
FRANCE
montest@aviquali.com
https://www.aviquali.com/"," How the Aviquali certified review collection solution allows brands to strengthen their notoriety and reassure consumers in their final choice ?"
"SWIRL","https://www.goswirl.live","https://www.linkedin.com/company/swirl-live-app/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/ind.svg","INDIA","asit.sharma@goswirl.live","Office # 6 to 10, 2nd floor
Lalbaug Plaza, Opposite to Atria-I
390011 Manjalpur- Vadodara
INDIA
asit.sharma@goswirl.live
https://www.goswirl.live",""
