"title_name","address_country","street_address","address_locality","address_region","telephone","email","website_url","check_claimed_or_not","ratings","description","open_hours","categories","other_phone_no","other_websites","page_urls"
"Silicon Valley Bank","US","387 Park Ave S 2nd Fl","New York","NY","(212) 821-8972","clientservice@svb.com","https://www.svb.com/locations?office_id=284&utm_source=yext&utm_medium=organic&utm_campaign=yext-locations&y_source=1_MjUyNzA5My01NTMtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D","Claimed","zero","Silicon Valley Bank’s New York office is one of the locations where SVB helps innovative companies and their investors move bold ideas forward, fast. SVB provides targeted financial services and expertise through its offices in innovation centers around the world.","Regular Hours:Mon:8:00 am - 5:00 pm & SatClosed","Banks, Financial Services","Fax: (212) 688-5994","https://www.svb.com/","https://www.yellowpages.com/new-york-ny/mip/silicon-valley-bank-537721911"
"Chase Bank","US","386 Park Ave S","New York","NY","(212) 481-0612","","https://locator.chase.com/ny/new-york/386-park-ave-s?jp_cmp=rb%2FLocalListings%2Faff%2Fbranch%2Fna&y_source=1_MjAzODQwMS01NTMtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D","Claimed","zero","Find out how Chase can help you with checking, savings, mobile banking, and more. Deposit products provided by JPMorgan Chase Bank, N.A. Member FDIC.","Regular Hours:Mon:9:00 am - 5:00 pm & SatClosed","Banks, Commercial & Savings Banks, Credit Card-Merchant Services, Financial Services, Loans","Fax: (855) 322-0403","https://locator.chase.com/ny/new-york/386-park-ave-s?jp_cmp=rb/LocalListings/aff/branch/na","https://www.yellowpages.com/new-york-ny/mip/chase-bank-558962560"
"Wells Fargo Bank","US","777 Avenue Of The Americas","New York","NY","(646) 216-7520","","https://www.wellsfargo.com/locator/bank/777__AVENUE__OF__THE__AMERICAS_NEW__YORK_NY_10001/?utm_campaign=Local_Listings&utm_source=Others&group=Community_Bank&loc=AD49566","Claimed","zero","Wells Fargo & Company (NYSE: WFC) is a nationwide, diversified financial services company with $1.6 trillion in assets. Founded in 1852, Wells Fargo provides banking, insurance, investments, mortgage, and consumer and commercial finance through more than 8,700 locations, more than 12,500 ATMs, online (wellsfargo.com), and mobile devices. We’re headquartered in San Francisco, but we’re decentralized so every local Wells Fargo store is a headquarters for satisfying all our customers’ financial needs and helping them succeed financially. We do business with one in three U.S. households. Wells Fargo has more than 265,000 team members in 36 countries across our approximately 90 businesses. At the end of third quarter 2014, Wells Fargo ranked fourth in assets among U.S. banks and was the world’s most valuable bank by market capitalization. In 2013, Euromoney named Wells Fargo “Best Bank” in its Global Awards for Excellence, the first time a U.S.-based bank has won the top award. The Chronicle of Philanthropy ranked Wells Fargo’s corporate giving in the top two among all U.S. companies each of the past two years. Our vision: “We want to satisfy all our customers’ financial needs and help them succeed financially.”","Regular Hours:Mon:9:00 am - 5:00 pm & SatClosed","Banks, Commercial & Savings Banks, Loans","TollFree: (800) 869-3557","https://www.wellsfargo.com/locator/bank/777__AVENUE__OF__THE__AMERICAS_NEW__YORK_NY_10001/?utm_campaign=Local_Listings&utm_source=Others&group=Community_Bank&loc=AD49566","https://www.yellowpages.com/new-york-ny/mip/wells-fargo-bank-503108337"
"Citizens","US","800 Avenue Of The Americas","New York","NY","(212) 453-9800","","https://locations.citizensbank.com/ny/new-york/800-6th-avenue.html","Claimed","zero","At Citizens, we are here to help you bank better. So, if you have a question about buying a house, paying for college, saving for retirement, taking on debt in a smart way or any other query about money, don’t keep it to yourself. We have approximately 1,100 Citizens branches in 15 states and around 3,100 ATMs. In addition, our customers stay connected with us online, through our award-winning mobile app and via our customer contact center. Member FDIC. Equal Housing Lender.","Regular Hours:Mon:9:00 am - 5:00 pm & SatClosed","Banks, ATM Locations, Loans, Mortgages","","https://locations.citizensbank.com/ny/new-york/800-6th-avenue.html","https://www.yellowpages.com/new-york-ny/mip/citizens-567446326"
"Chase Bank","US","305 7th Ave","New York","NY","(212) 462-4262","","https://locator.chase.com/ny/new-york/305-7th-ave?jp_cmp=rb%2FLocalListings%2Faff%2Fbranch%2Fna&y_source=1_MjAzODM5Ni01NTMtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D","Claimed","zero","Find out how Chase can help you with checking, savings, mobile banking, and more. Deposit products provided by JPMorgan Chase Bank, N.A. Member FDIC.","Regular Hours:Mon:9:00 am - 5:00 pm & Sat:9:00 am - 2:00 pm & SunClosed","Banks, Commercial & Savings Banks, Credit Card-Merchant Services, Financial Services, Loans","Fax: (855) 322-0415","https://locator.chase.com/ny/new-york/305-7th-ave?jp_cmp=rb/LocalListings/aff/branch/na","https://www.yellowpages.com/new-york-ny/mip/chase-bank-498090697"
"Habib Amer Bank","US","99 Madison Ave","New York","NY","(212) 532-4444","samin@habbank.com","http://www.habibamericanbank.com","Not Claimed","zero","Incorporated in 1983 Habib American Bank specializes in financial institution services, international trade finance and consumer banking services. Based in New York, N.Y., the company offers a wide array of products, such as personal checking accounts, individual retirement accounts, on-line internet banking, asset based lending, commercial and residential mortgages, Habib American bank access debit card, on-line bill pay and many more. Habib American Bank is a member of Federal Deposit Insurance Corporation (FDIC) and an Equal Housing Lender.","Regular Hours:Mon - Fri:9:00 am - 4:00 pm & Sat:10:00 am - 2:00 pm &","Banks, Commercial & Savings Banks","Phone: (212) 532-4313, Phone: (212) 481-8415, Fax: (212) 532-7136","http://www.habibamericanbank.com, http://habbank.com","https://www.yellowpages.com/new-york-ny/mip/habib-amer-bank-3004753"
"Investors Bank","US","267 5th Ave","New York","NY","(212) 252-8200","kdoyle@myinvestorsbank.com","https://locations.investorsbank.com/ny/new-york/267-5th-ave?utm_medium=yext&utm_source=extnet&utm_campaign=411&y_source=1_MTYyMDIzNDAtNTUzLWxvY2F0aW9uLndlYnNpdGU%3D","Claimed","zero","Investors Bank Flatiron welcomes you to enjoy our wide range of personal, small business and commercial banking solutions including checking accounts, savings accounts, mortgages and more. With more than 90 years of service in New Jersey and New York, Investors Bank has the financial strength and unparalleled commitment to provide value to our customers.","Regular Hours:Mon:9:00 am - 5:00 pm & Fri:9:00 am - 6:00 pm & Sat:9:00 am - 1:00 pm & SunClosed","Banks, Commercial & Savings Banks, Financial Services","","https://www.investorsbank.com, https://www.investorsbank.com/Request-An-Appointment/","https://www.yellowpages.com/new-york-ny/mip/investors-bank-481311488"
"Bank of America Financial Center","US","560 2nd Ave","New York","NY","(212) 220-0534","","https://locators.bankofamerica.com/ny/newyork/financial-centers-new-york-16796.html","Not Claimed","zero","Welcome to Bank of America in New York, NY, home to a variety of your financial needs including checking and savings accounts, online banking, mobile and text banking, student banking and credit cards. You have full access to your Bank of America accounts at any of our more than 5,000 banking centers nationwide. When you visit our financial centers, our knowledgeable associates and welcoming environment will make you feel at home.Easy access for everyone: Handicap accessible parking spaces, Handicap accessible restrooms and Braille signage (where available), Ramps in locations with steps, Easy-to-open doors, Handicap accessible safe deposit box rooms.","Regular Hours: MONDAY-FRIDAY 10:00 AM - 4:00 PM","Banks, Commercial & Savings Banks, Loans","Phone: (212) 271-9725, Fax: (800) 432-1000, Fax: (212) 271-9725, TollFree: (800) 432-1000","https://locators.bankofamerica.com/ny/newyork/financial-centers-new-york-16796.html, https://locators.bankofamerica.com/ny/newyork/financial-centers-new-york-16796.html?utm_source=GMBlisting&utm_medium=organic","https://www.yellowpages.com/new-york-ny/mip/bank-of-america-financial-center-522055478"
"Capital One Bank","US","470 Park Ave S","New York","NY","(212) 679-1140","info@towneley.com","https://locations.capitalone.com/location/branch_46717/?external_id=ENTSOC_YX_YextRetail_Profile_0101","Claimed","zero","Your health and safety are our top priority. To minimize health risks from coronavirus (COVID-19), we are temporarily closing select branches. Customers will be able to access ATMs at any branch that is currently open. ATMs in external vestibules will continue to be accessible 24/7 as usual, even if the branch or Café is closed. You can also access our ATMs at select Target® locations.","Regular Hours:Mon:9:00 am - 5:00 pm & SatClosed","Banks, Commercial & Savings Banks","Fax: (212) 213-2353","http://www.capitalonebank.com","https://www.yellowpages.com/new-york-ny/mip/capital-one-bank-16255728"
"M&T Bank","US","470 Park Ave S","New York","NY","(212) 481-9207","","https://locations.mtb.com/ny/newyork/bank-branches-and-atms-new-york-ny-541.html?y_source=1_MjUwODIzNjQtNTUzLWxvY2F0aW9uLndlYnNpdGU%3D","Claimed","zero","Plan your visit to M&T Bank's Park Avenue South branch and ATM in New York, NY by checking our hours of operation or taking advantage of branch ATMs, open 24/7. M&T Bank is a community-focused, regional financial services company committed to serving the way you bank today, at a location near you.","Regular Hours:Mon:9:00 am - 4:00 pm & Thu:9:00 am - 5:00 pm & Fri:9:00 am - 4:00 pm & SatClosed","Banks, Commercial & Savings Banks, Loans","Fax: (212) 481-9284","https://locations.mtb.com/ny/newyork/bank-branches-and-atms-new-york-ny-541.html, Reservations","https://www.yellowpages.com/new-york-ny/mip/m-t-bank-566746232"
"TD Bank","US","576 2nd Ave","New York","NY","(212) 689-1044","customerservice@tdgarden.com","https://www.td.com/us/en/personal-banking/store-locator?y_source=1_MzE0Nzc3Ni01NTMtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D#/?utm_source=google-maps&utm_medium=yext&utm_campaign=always_on&utm_content=tdct_appointment","Claimed","zero","TD Bank, America's Most Convenient Bank, is one of the 10 largest banks in the U.S., providing more than 8 million customers with a full range of retail, small business and commercial banking products and services at more than 1,200 convenient locations throughout the Northeast, Mid-Atlantic, Metro D.C., the Carolinas and Florida. In addition, TD Bank and its subsidiaries offer customized private banking and wealth management services through TD Wealth®, and vehicle financing and dealer commercial services through TD Auto Finance. TD Bank is headquartered in Cherry Hill, N.J.","Regular Hours:Mon:8:00 am - 6:00 pm & Sat:9:30 am - 1:00 pm & Sun:11:00 am - 2:00 pm &","Banks, Commercial & Savings Banks, Financial Services, Investments, Loans, Mortgages","Fax: (212) 689-1134","https://www.td.com/us/en/personal-banking/store-locator#/, https://www.td.com/us/en/personal-banking/book-appointment#/appointment-type","https://www.yellowpages.com/new-york-ny/mip/td-bank-550785559"
"Servet Wealth Management","US","132 W 31st St Fl 9","New York","NY","(646) 473-5800","","http://servetwealthmanagement.com","Not Claimed","zero","We invite you to discover and experience the power of our services. We believe it has far-reaching benefits for our clients to get opinions from several sources with diverse backgrounds, education, and experience. No one strategy fits everyone, which is why every client gets our undivided attentionâ??from planning to execution to follow-up. We take a proactive approach to helping you develop a strategy to address your financial goals and objectives, using the most efficient methods available. Recognizing that everyone encounters challenges along the way, we strive to anticipate and address those situations as they occur. We want to keep you on track toward a meaningful and purpose-driven financial future.","Do you know the hours for this business?","Banks","","website","https://www.yellowpages.com/new-york-ny/mip/servet-wealth-management-555533408"
"Sapphire Wealth Advisory Group","US","2 Park Ave Ste 300","New York","NY","(646) 432-7875","","http://sapphirewealthbuilders.com","Not Claimed","zero","At Sapphire Wealth Advisory Group, we serve as your financial advisor and source of support. Our advisors are dedicated to simplifying the complexities of the financial world, and as your advocate, we strive to learn about your most-valued goals and dreams. From individual investors to entrepreneurs, our services are designed for your success.","Do you know the hours for this business?","Banks","","website","https://www.yellowpages.com/new-york-ny/mip/sapphire-wealth-advisory-group-568383274"
"Empire Wealth Strategies","US","2 Park Ave Ste 300","New York","NY","(212) 697-1355","","https://www.ewsny.com","Not Claimed","zero","Empire Wealth Strategies is a financial services firm with roots tracing back to 1967. Our strong values and shared commitment are essential to how we work together as an organization and with those we serve. Our primary goal is to help you, your family and your business prepare for a secure financial future by creating an experience that you and your loved ones will be proud of.","Regular Hours:Mon - Fri:9:00 am - 5:00 pm &","Banks","","website","https://www.yellowpages.com/new-york-ny/mip/empire-wealth-strategies-542380166"
"Bank of Hope","US","16 W 32nd St","New York","NY","(212) 279-2790","","https://www.bankofhope.com","Claimed","zero","Serving the New York area with local expertise, we at Bank of Hope are capable of meeting more of your banking needs, offering a comprehensive list of commercial and consumer products and services  – including small business lending, residential mortgage, credit cards, multifamily loans, equipment lease financing, foreign currency, among others. Stop by our branch to speak with our team of professionals today.","Regular Hours:Mon:9:00 am - 5:00 pm & SatClosed","Banks","","website","https://www.yellowpages.com/new-york-ny/mip/bank-of-hope-531218869"
"TD Bank","US","885 Avenue Of The Americas","New York","NY","(212) 967-0055","mprout@yesbank.com","https://www.td.com/us/en/personal-banking/store-locator?y_source=1_MzE0NzMxMi01NTMtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D#/?utm_source=google-maps&utm_medium=yext&utm_campaign=always_on&utm_content=tdct_appointment","Claimed","zero","TD Bank, America's Most Convenient Bank, is one of the 10 largest banks in the U.S., providing more than 8 million customers with a full range of retail, small business and commercial banking products and services at more than 1,200 convenient locations throughout the Northeast, Mid-Atlantic, Metro D.C., the Carolinas and Florida. In addition, TD Bank and its subsidiaries offer customized private banking and wealth management services through TD Wealth®, and vehicle financing and dealer commercial services through TD Auto Finance. TD Bank is headquartered in Cherry Hill, N.J.","Regular Hours:Mon:8:00 am - 6:00 pm & Sat:9:30 am - 1:00 pm & Sun:11:00 am - 2:00 pm &","Banks, Commercial & Savings Banks, Financial Services, Investments, Loans, Mortgages","Fax: (212) 967-0057","https://www.td.com/us/en/personal-banking/store-locator#/, https://www.td.com/us/en/personal-banking/book-appointment#/appointment-type","https://www.yellowpages.com/new-york-ny/mip/td-bank-505086607"
"Chase Bank","US","1260 Broadway","New York","NY","(212) 736-0336","chase@email.chase.com","https://locator.chase.com/ny/new-york/1260-broadway?jp_cmp=rb%2FLocalListings%2Faff%2Fbranch%2Fna&y_source=1_MjAzODQ0OC01NTMtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D","Claimed","zero","Find out how Chase can help you with checking, savings, mobile banking, and more. Deposit products provided by JPMorgan Chase Bank, N.A. Member FDIC.","Regular Hours:Mon:9:00 am - 5:00 pm & Sat:9:00 am - 2:00 pm & SunClosed","Banks, Commercial & Savings Banks, Credit Card-Merchant Services, Financial Services, Loans","Fax: (855) 801-9722","https://locator.chase.com/ny/new-york/1260-broadway?jp_cmp=rb/LocalListings/aff/branch/na","https://www.yellowpages.com/new-york-ny/mip/chase-bank-503456525"
"Wells Fargo Bank","US","180 Madison Ave","New York","NY","(212) 213-0936","","https://www.wellsfargo.com/locator/bank/180__MADISON__AVE_NEW__YORK_NY_10016/?utm_campaign=Local_Listings&utm_source=Others&group=Community_Bank&loc=AC09323","Claimed","zero","Wells Fargo & Company (NYSE: WFC) is a nationwide, diversified financial services company with $1.6 trillion in assets. Founded in 1852, Wells Fargo provides banking, insurance, investments, mortgage, and consumer and commercial finance through more than 8,700 locations, more than 12,500 ATMs, online (wellsfargo.com), and mobile devices. We’re headquartered in San Francisco, but we’re decentralized so every local Wells Fargo store is a headquarters for satisfying all our customers’ financial needs and helping them succeed financially. We do business with one in three U.S. households. Wells Fargo has more than 265,000 team members in 36 countries across our approximately 90 businesses. At the end of third quarter 2014, Wells Fargo ranked fourth in assets among U.S. banks and was the world’s most valuable bank by market capitalization. In 2013, Euromoney named Wells Fargo “Best Bank” in its Global Awards for Excellence, the first time a U.S.-based bank has won the top award. The Chronicle of Philanthropy ranked Wells Fargo’s corporate giving in the top two among all U.S. companies each of the past two years. Our vision: “We want to satisfy all our customers’ financial needs and help them succeed financially.”","Regular Hours:Mon - Fri:9:00 am - 6:00 pm & Sat - SunClosed","Banks, Commercial & Savings Banks, Loans","TollFree: (800) 869-3557","https://www.wellsfargo.com/locator/bank/180__MADISON__AVE_NEW__YORK_NY_10016/?utm_campaign=Local_Listings&utm_source=Others&group=Community_Bank&loc=AC09323","https://www.yellowpages.com/new-york-ny/mip/wells-fargo-bank-505553527"
"Synup Logo","US","New York Ny","New York","NY","(987) 674-7267","","","Not Claimed","zero","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.","Do you know the hours for this business?","Banks","","","https://www.yellowpages.com/new-york-ny/mip/synup-logo-571147092"
"American Telecom Inc","US","350 5th Ave Ste 1521","New York","NY","(212) 290-0170","","http://www.aamericantelecom.com","Not Claimed","zero","Welcome to Bank of America in New York, NY, home to a variety of your financial needs including checking and savings accounts, online banking, mobile and text banking, student banking and credit cards. You have full access to your Bank of America accounts at any of our more than 5,000 banking centers nationwide. When you visit our financial centers, our knowledgeable associates and welcoming environment will make you feel at home.Easy access for everyone: Handicap accessible parking spaces, Handicap accessible restrooms and Braille signage (where available), Ramps in locations with steps, Easy-to-open doors, Handicap accessible safe deposit box rooms.","Regular Hours:Mon - Fri:8:30 am - 6:00 pm &","Banks, Commercial & Savings Banks, Loans","Phone: (212) 244-8800, Phone: (347) 645-3725, Phone: (212) 967-7100, Fax: (212) 613-1256, TollFree: (800) 432-1000","http://www.aamericantelecom.com, http://www.americancommunity.org, http://www.bankofamerica.com, https://locators.bankofamerica.com/ny/newyork/financial-centers-new-york-15240.html","https://www.yellowpages.com/new-york-ny/mip/american-telecom-inc-470667837"
"Santander Bank","US","250 Lexington Ave","New York","NY","(212) 685-2207","MurrayHill2106@santander.us","http://locations.santanderbank.com/ny/new-york/250-lexington-avenue.html?utm_source=YextGMB&utm_medium=Local&utm_content=2106&utm_campaign=URL","Not Claimed","zero","40.7466413","Regular Hours: MONDAY-SUNDAY","Banks, Financial Planners, Financial Planning Consultants, Financial Services, Investments","Phone: (212) 685-5721, Fax: (212) 685-5721, TollFree: (877) 768-2265","http://locations.santanderbank.com/ny/new-york/250-lexington-avenue.html?utm_source=YextGMB&utm_medium=Local&utm_content=2106&utm_campaign=URL, https://locations.santanderbank.com, https://locations.santanderbank.com/ny/new-york/250-lexington-avenue.html, http://santanderbank.com","https://www.yellowpages.com/new-york-ny/mip/santander-bank-2670781"
"Wells Fargo Bank","US","500 W 30th St","New York","NY","(646) 758-9786","","https://www.wellsfargo.com/locator/bank/500__W__30TH__ST_NEW__YORK_NY_10001/?utm_campaign=Local_Listings&utm_source=Others&group=Community_Bank&loc=AD62788","Claimed","zero","Wells Fargo and Company (NYSE: WFC) is a nationwide, diversified financial services company with 1.6 trillion dollars in assets. Founded in 1852, Wells Fargo provides banking, insurance, investments, mortgage, and consumer and commercial finance through more than 8,700 locations, more than 12,500 ATMs, online, wellsfargo.com, and mobile devices. Were headquartered in San Francisco, but were decentralized so every local Wells Fargo store is a headquarters for satisfying all our customers financial needs and helping them succeed financially. We do business with one in three U.S. households. Wells Fargo has more than 265,000 team members in 36 countries across our approximately 90 businesses. At the end of third quarter 2014, Wells Fargo ranked fourth in assets among U.S. banks and was the worlds most valuable bank by market capitalization. In 2013, Euromoney named Wells Fargo ""Best Bank in its Global Awards for Excellence, the first time a U.S.-based bank has won the top award. The Chronicle of Philanthropy ranked Wells Fargos corporate giving in the top two among all U.S. companies each of the past two years. Our vision: We want to satisfy all our customers financial needs and help them succeed financially.","Regular Hours:Mon:9:00 am - 5:00 pm & SatClosed","Banks, Commercial & Savings Banks, Loans","TollFree: (800) 869-3557","https://www.wellsfargo.com/locator/bank/500__W__30TH__ST_NEW__YORK_NY_10001/?utm_campaign=Local_Listings&utm_source=Others&group=Community_Bank&loc=AD62788","https://www.yellowpages.com/new-york-ny/mip/wells-fargo-bank-542534464"
"M&T Bank","US","242 W 34th St","New York","NY","(212) 351-8255","","https://locations.mtb.com/?y_source=1_MTMwMTM3MDMtNTUzLWxvY2F0aW9uLndlYnNpdGU%3D","Claimed","zero","Plan your visit to M&T Bank's Penn Station branch in New York, NY by checking our hours of operation. M&T Bank is a community-focused, regional financial services company committed to serving the way you bank today, at a location near you.","Regular Hours:Mon:8:30 am - 5:00 pm & Thu:8:30 am - 6:00 pm & SatClosed","Banks, Commercial & Savings Banks, Loans","Fax: (844) 214-8546","https://locations.mtb.com/","https://www.yellowpages.com/new-york-ny/mip/m-t-bank-569471145"
"Capital One Bank","US","215 W 34th St","New York","NY","(646) 582-7045","","https://locations.capitalone.com/location/branch_46799/?external_id=ENTSOC_YX_YextRetail_Profile_0101","Claimed","zero","Your health and safety are our top priority. To minimize health risks from coronavirus (COVID-19), we are temporarily closing select branches. Customers will be able to access ATMs at any branch that is currently open. ATMs in external vestibules will continue to be accessible 24/7 as usual, even if the branch or Café is closed. You can also access our ATMs at select Target® locations.","Regular Hours:Mon:8:00 am - 5:00 pm & SatClosed","Banks, Commercial & Savings Banks","Fax: (212) 244-1986","http://www.capitalonebank.com","https://www.yellowpages.com/new-york-ny/mip/capital-one-bank-543620194"
"TD Bank","US","461 8th Ave","New York","NY","(212) 271-8814","","https://www.td.com/us/en/personal-banking/store-locator?y_source=1_NDAwNzEyMS01NTMtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D#/?utm_source=google-maps&utm_medium=yext&utm_campaign=always_on&utm_content=tdct_appointment","Claimed","zero","TD Bank, America's Most Convenient Bank, is one of the 10 largest banks in the U.S., providing more than 8 million customers with a full range of retail, small business and commercial banking products and services at more than 1,200 convenient locations throughout the Northeast, Mid-Atlantic, Metro D.C., the Carolinas and Florida. In addition, TD Bank and its subsidiaries offer customized private banking and wealth management services through TD Wealth®, and vehicle financing and dealer commercial services through TD Auto Finance. TD Bank is headquartered in Cherry Hill, N.J.","Regular Hours:Mon:8:00 am - 6:00 pm & Sat:9:30 am - 1:00 pm & Sun:11:00 am - 2:00 pm &","Banks, Commercial & Savings Banks, Financial Services, Investments, Loans, Mortgages","Fax: (212) 564-3086","https://www.td.com/us/en/personal-banking/store-locator#/, https://www.td.com/us/en/personal-banking/book-appointment#/appointment-type","https://www.yellowpages.com/new-york-ny/mip/td-bank-546419489"
"Santander Bank","US","1350 Broadway","New York","NY","(877) 768-2265","HeraldSquare2172@santander.us","https://locations.santanderbank.com","Not Claimed","zero","40.7510892","Regular Hours: MONDAY-SUNDAY","Banks, Financial Planners, Financial Planning Consultants, Financial Services, Investments","Phone: (212) 497-7403, Fax: (212) 239-6510","https://locations.santanderbank.com, https://locations.santanderbank.com/ny/new-york/1350-broadway.html","https://www.yellowpages.com/new-york-ny/mip/santander-bank-489144374"
"National Securities Corporation","US","132 W 36th St Rm 510","New York","NY","(646) 722-7772","","https://www.paulcammareri.com","Not Claimed","zero","Who We Are We understand that individuals face unique financial challenges at every stage of life. Together, we can help take the mystery out of finding your ideal tomorrow. Whether your goal is preparing for retirement, college savings, or estate strategy, our personalized service focuses on your needs, wants, and financial goals and objectives. Our professionals have over a century of combined experience in financial services. With our knowledge and your goals, a sound financial strategy is more attainable than you might think. No matter where you may be on your journey, we look forward to helping you cross that finish line.","Regular Hours:Mon - Fri:8:00 am - 5:00 pm &","Banks","","website","https://www.yellowpages.com/new-york-ny/mip/national-securities-corporation-549225404"
"Helaba Bank","US","420 5th Ave","New York","NY","(212) 703-5200","Ritter@helaba.com","","Not Claimed","zero","Helaba offers financial services to companies, banks, institutional investors and the public sector, both within Germany and internationally. At the same time, it acts as central clearing institution and service provider for 40 per cent of German savings banks.Frankfurter Sparkasse, the leading retail bank in the Rhine-Main region, is a wholly-owned subsidiary of Helaba. The Helaba Group also comprises the online bank 1822direkt, LBS Hessen-Thringen and WIBank. The latter implements development programmes of the State of Hesse.Helaba operates from its headquarters in Frankfurt am Main and Erfurt, while it maintains branches in Dusseldorf and Kassel as well as offices in Berlin, Stuttgart and Munich. On an international level, the bank acts through branches and representative offices in Paris, London, New York, Madrid, Moscow, Shanghai and Stockholm.Above and beyond its activities in the financial sector, Helaba is also involved in various projects to support culture, education, the environment, sport and social issues.","Do you know the hours for this business?","Banks","Phone: (212) 703-5256, Phone: (212) 703-5249, Fax: (212) 703-5256, TollFree: (800) 424-9129","","https://www.yellowpages.com/new-york-ny/mip/helaba-bank-453340274"
"First Republic Bank","US","410 10th Ave","New York","NY","(212) 822-7788","","","Claimed","zero","Founded in 1985, First Republic and its subsidiaries offer private banking, private business banking and private wealth management. First Republic specializes in delivering exceptional, relationship-based service and provides a complete line of products, including residential, commercial and personal loans, deposit services, and private wealth management, including investment, brokerage, insurance, trust and foreign exchange services. Services are offered through preferred banking or wealth management offices primarily in San Francisco, Palo Alto, Los Angeles, Santa Barbara, Newport Beach and San Diego, California; Portland, Oregon; Bellevue, Washington; Jackson, Wyoming; Palm Beach, Florida; Boston, Massachusetts; Greenwich, Connecticut; and New York, New York. First Republic is a constituent of the S&P 500 Index and KBW Nasdaq Bank Index. For more information, visit firstrepublic.com.","Regular Hours:Mon:9:00 am - 5:00 pm & SatClosed","Banks, Financial Services","","","https://www.yellowpages.com/new-york-ny/mip/first-republic-bank-561815859"
"Claris Advisors","US","1375 Broadway Ste 550","New York","NY","(888) 778-5746","","http://www.clarisadvisorsllc.com/about_us","Not Claimed","zero","How We Work The professionals of Claris Advisors specialize in identifying solutions for the planning challenges faced by hard working, successful business owners, professionals, executives, and retirees â?? all responsible, respected leaders in their professions, industries, and communities. As advisors, we have developed a thorough understanding of the unique problems and opportunities that confront this unique group of people. This, coupled with extensive knowledge of and experience with innovative planning strategies, translates into an ability to offer you the information and advice you need to help make educated decisions.","Do you know the hours for this business?","Banks","","website","https://www.yellowpages.com/new-york-ny/mip/claris-advisors-569546809"
"TD Bank","US","1375 Broadway","New York","NY","(212) 840-0102","Dawn.Carrillo@td.com","https://www.td.com/us/en/personal-banking/store-locator?y_source=1_MzE0Nzk1NC01NTMtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D#/?utm_source=google-maps&utm_medium=yext&utm_campaign=always_on&utm_content=tdct_appointment","Claimed","zero","TD Bank, America's Most Convenient Bank, is one of the 10 largest banks in the U.S., providing more than 8 million customers with a full range of retail, small business and commercial banking products and services at more than 1,200 convenient locations throughout the Northeast, Mid-Atlantic, Metro D.C., the Carolinas and Florida. In addition, TD Bank and its subsidiaries offer customized private banking and wealth management services through TD Wealth®, and vehicle financing and dealer commercial services through TD Auto Finance. TD Bank is headquartered in Cherry Hill, N.J.","Regular Hours:Mon:8:00 am - 6:00 pm & Sat:9:30 am - 1:00 pm & SunClosed","Banks, Commercial & Savings Banks, Financial Services, Investments, Loans, Mortgages","Fax: (212) 840-0280","https://www.td.com/us/en/personal-banking/store-locator#/, https://www.td.com/us/en/personal-banking/book-appointment#/appointment-type","https://www.yellowpages.com/new-york-ny/mip/td-bank-505083097"
"TD Bank","US","593 3rd Ave","New York","NY","(212) 867-3128","Dawn.Carrillo@td.com","https://www.td.com/us/en/personal-banking/store-locator?y_source=1_MzE0ODExMy01NTMtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D#/?utm_source=google-maps&utm_medium=yext&utm_campaign=always_on&utm_content=tdct_appointment","Claimed","zero","TD Bank, America's Most Convenient Bank, is one of the 10 largest banks in the U.S., providing more than 8 million customers with a full range of retail, small business and commercial banking products and services at more than 1,200 convenient locations throughout the Northeast, Mid-Atlantic, Metro D.C., the Carolinas and Florida. In addition, TD Bank and its subsidiaries offer customized private banking and wealth management services through TD Wealth®, and vehicle financing and dealer commercial services through TD Auto Finance. TD Bank is headquartered in Cherry Hill, N.J.","Regular Hours:Mon:8:00 am - 6:00 pm & Sat:9:30 am - 1:00 pm & SunClosed","Banks, Commercial & Savings Banks, Financial Services, Investments, Loans, Mortgages","Fax: (212) 867-5831","https://www.td.com/us/en/personal-banking/store-locator#/, https://www.td.com/us/en/personal-banking/book-appointment#/appointment-type","https://www.yellowpages.com/new-york-ny/mip/td-bank-550785786"
